gender,race ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group E,associates degree,free reduced,completed,88,87,88
male,group B,bachelors degree,free reduced,none,68,69,62
male,group C,associates degree,standard,completed,88,76,79
female,group D,some college,standard,none,67,66,73
female,group C,associates degree,standard,none,61,60,57
female,group E,some college,free reduced,none,54,62,64
male,group C,some high school,free reduced,none,51,45,40
female,group E,high school,free reduced,none,80,92,82
male,group B,associates degree,free reduced,none,78,80,74
female,group B,masters degree,standard,completed,79,84,85
female,group A,associates degree,standard,none,52,58,55
male,group C,associates degree,standard,none,81,71,67
female,group C,high school,standard,completed,65,70,74
female,group C,masters degree,free reduced,none,46,56,55
male,group D,high school,standard,none,65,65,60
female,group A,high school,standard,none,50,49,49
female,group C,high school,standard,none,69,79,80
female,group D,some high school,standard,completed,65,60,71
male,group B,some college,standard,none,36,41,42
male,group C,some college,free reduced,none,49,45,45
female,group D,some high school,free reduced,completed,56,73,73
male,group B,high school,free reduced,none,47,37,32
male,group D,masters degree,standard,none,96,85,85
female,group B,associates degree,free reduced,none,45,66,64
female,group B,bachelors degree,standard,none,65,73,75
male,group D,high school,free reduced,none,56,52,49
male,group B,associates degree,standard,none,67,71,62
male,group D,high school,free reduced,completed,73,66,69
female,group D,high school,standard,completed,72,76,79
male,group D,some high school,standard,completed,89,80,81
male,group E,high school,free reduced,none,69,60,54
female,group D,some high school,standard,none,62,83,76
female,group B,some high school,standard,completed,49,53,59
male,group D,high school,free reduced,none,66,62,65
male,group C,high school,standard,none,68,72,63
male,group D,some high school,standard,none,87,82,86
male,group B,some high school,standard,none,47,46,33
female,group B,some college,free reduced,completed,53,60,65
male,group E,some college,free reduced,completed,69,65,66
male,group C,bachelors degree,free reduced,none,35,34,31
male,group C,high school,free reduced,none,60,62,55
female,group D,some high school,free reduced,completed,72,86,88
male,group C,high school,standard,none,50,37,34
female,group D,high school,standard,none,61,61,64
male,group D,associates degree,free reduced,none,65,67,69
female,group C,some high school,standard,none,52,64,58
male,group D,some high school,standard,completed,63,66,59
female,group A,associates degree,standard,completed,91,97,95
male,group E,some high school,standard,none,98,87,85
male,group B,associates degree,free reduced,completed,83,75,73
male,group D,bachelors degree,standard,none,84,90,83
male,group C,some high school,standard,completed,62,65,63
female,group B,associates degree,standard,completed,79,77,80
male,group E,some high school,free reduced,none,75,61,59
female,group D,associates degree,free reduced,none,53,78,69
female,group D,masters degree,free reduced,none,45,69,62
male,group B,associates degree,standard,none,80,82,83
female,group B,associates degree,standard,completed,79,91,90
female,group C,masters degree,free reduced,completed,63,74,76
male,group D,some college,standard,none,84,82,81
male,group E,associates degree,free reduced,none,84,75,72
female,group C,some college,free reduced,completed,64,74,76
male,group E,associates degree,standard,none,81,70,64
male,group D,associates degree,standard,none,75,70,67
female,group E,associates degree,standard,completed,63,71,68
male,group D,masters degree,standard,completed,76,68,77
female,group A,masters degree,standard,completed,64,71,77
male,group D,associates degree,free reduced,completed,51,56,49
male,group C,some high school,free reduced,completed,66,69,70
female,group C,some college,standard,none,65,75,75
male,group C,some college,standard,none,73,61,51
female,group B,bachelors degree,standard,completed,72,72,74
female,group D,some college,free reduced,none,60,56,64
female,group D,some high school,free reduced,completed,49,67,72
male,group E,some college,free reduced,none,64,64,59
male,group A,some college,free reduced,completed,54,60,60
male,group C,some high school,free reduced,none,45,45,42
female,group B,bachelors degree,standard,none,57,59,67
female,group B,some college,free reduced,none,45,51,53
female,group B,bachelors degree,standard,none,85,87,85
female,group C,some high school,standard,none,45,60,58
male,group D,some high school,standard,none,53,48,37
female,group C,some college,free reduced,completed,52,76,80
male,group C,masters degree,free reduced,completed,61,71,65
female,group C,bachelors degree,standard,completed,71,73,83
male,group D,associates degree,standard,completed,66,65,68
female,group D,some high school,standard,completed,60,68,76
female,group C,bachelors degree,free reduced,none,36,54,59
male,group B,bachelors degree,standard,none,68,66,65
male,group E,some high school,free reduced,completed,72,72,68
female,group C,high school,standard,none,49,47,55
female,group C,some high school,free reduced,none,42,56,48
male,group C,bachelors degree,standard,completed,91,80,86
male,group D,some college,standard,none,72,60,58
male,group E,some college,standard,completed,74,61,62
female,group C,some high school,standard,none,57,65,66
female,group D,high school,standard,none,71,81,74
female,group E,some college,standard,none,73,84,84
female,group B,associates degree,standard,none,54,52,56
female,group C,associates degree,free reduced,none,63,72,67
female,group C,high school,free reduced,none,51,61,62
female,group C,associates degree,standard,none,87,92,93
male,group C,associates degree,free reduced,none,52,55,51
male,group C,associates degree,standard,none,64,63,64
female,group A,some college,standard,none,65,76,70
female,group E,high school,standard,completed,93,100,100
male,group C,masters degree,standard,completed,81,79,80
female,group E,high school,standard,completed,79,89,90
male,group C,associates degree,free reduced,completed,73,72,75
male,group A,high school,free reduced,completed,62,53,59
female,group D,associates degree,standard,none,64,75,74
female,group B,associates degree,standard,none,92,99,99
male,group B,bachelors degree,standard,none,96,82,83
female,group C,associates degree,standard,none,83,81,87
male,group C,high school,standard,completed,61,64,65
male,group B,masters degree,standard,none,89,80,78
female,group D,some high school,standard,completed,74,79,81
female,group D,bachelors degree,free reduced,none,56,69,74
female,group E,high school,free reduced,none,59,72,63
male,group D,bachelors degree,standard,none,77,68,74
female,group D,bachelors degree,free reduced,completed,60,68,76
female,group D,some high school,standard,completed,57,59,67
male,group C,high school,standard,none,82,82,73
male,group E,bachelors degree,standard,none,91,74,76
male,group C,high school,free reduced,none,61,70,61
female,group A,some college,free reduced,completed,57,69,71
male,group A,bachelors degree,standard,none,86,82,76
female,group E,high school,free reduced,none,31,44,45
female,group A,masters degree,standard,none,89,100,97
male,group C,high school,standard,none,80,78,72
male,group C,some college,standard,none,85,80,73
female,group D,bachelors degree,free reduced,completed,50,66,65
male,group E,high school,free reduced,none,65,58,54
female,group D,bachelors degree,standard,completed,99,91,95
female,group E,high school,free reduced,completed,61,64,68
female,group E,bachelors degree,standard,none,90,99,99
female,group C,associates degree,free reduced,completed,83,88,94
male,group C,some college,free reduced,none,45,43,38
male,group B,bachelors degree,standard,none,74,69,68
female,group D,some college,standard,none,56,63,67
female,group B,some high school,standard,none,59,57,58
female,group B,some high school,standard,none,54,68,67
